"medal_date","medal_type","name","gender","country_long","discipline","event","birth_date","code_athlete"
"2024-07-27","Gold ","KONG Man Wai Vivian","Female","Hong Kong, China","Fencing","Women's Épée Individual","1994-02-08",1963262
"2024-08-08","Bronze ","PETERS Anderson","Male","Grenada","Athletics","Men's Javelin Throw","1997-10-21",1573418
"2024-08-08","Gold ","McLAUGHLIN-LEVRONE Sydney","Female","United States of America","Athletics","Women's 400m Hurdles","1999-08-07",1965308
"2024-08-08","Silver ","COCKRELL Anna","Female","United States of America","Athletics","Women's 400m Hurdles","1997-08-28",1960581
"2024-08-08","Bronze ","BOL Femke","Female","Netherlands","Athletics","Women's 400m Hurdles","2000-02-23",1972078
"2024-08-08","Gold ","DAVIS-WOODHALL Tara","Female","United States of America","Athletics","Women's Long Jump","1999-05-20",1960711
"2024-08-08","Silver ","MIHAMBO Malaika","Female","Germany","Athletics","Women's Long Jump","1994-02-03",1920175
"2024-08-08","Gold ","DUSMATOV Hasanboy","Male","Uzbekistan","Boxing","Men's 51kg","1993-06-24",1556045
"2024-08-08","Bronze ","TADDEUCCI Ginevra","Female","Italy","Marathon Swimming","Women's 10km","1997-05-03",1925804
"2024-07-29","Silver ","MACCHI Filippo","Male","Italy","Fencing","Men's Foil Individual","2001-09-19",1924289
"2024-08-09","Silver ","NICHITA Anastasia","Female","Republic of Moldova","Wrestling","Women's Freestyle 57kg","1999-02-19",1572203
"2024-07-27","Silver ","TALACOLO Joseva","Male","Fiji","Rugby Sevens","Men","1997-04-01",1908838
"2024-07-27","Silver ","MOCENACAGI Sevuloni","Male","Fiji","Rugby Sevens","Men","1990-06-29",1977633
"2024-07-27","Silver ","BALEIWAIRIKI Iosefo","Male","Fiji","Rugby Sevens","Men","1998-05-09",1913523
"2024-07-27","Silver ","LOGANIMASI Ponipate","Male","Fiji","Rugby Sevens","Men","1998-03-26",1982069
"2024-07-27","Silver ","VEILAWA Terio Tamani","Male","Fiji","Rugby Sevens","Men","1994-07-06",1913286
"2024-07-27","Silver ","TEBA Iowane","Male","Fiji","Rugby Sevens","Men","1993-02-23",1908835
"2024-07-30","Bronze ","SOARES Julia","Female","Brazil","Artistic Gymnastics","Women's Team","2005-08-23",1953626
"2024-07-30","Gold ","FIAMINGO Rossella","Female","Italy","Fencing","Women's Épée Team","1991-07-14",1924585
"2024-08-06","Bronze ","GLAETZER Matthew","Male","Australia","Cycling Track","Men's Team Sprint","1992-08-24",1940262
"2024-08-06","Bronze ","RICHARDSON Matthew","Male","Australia","Cycling Track","Men's Team Sprint","1999-04-17",1940263
"2024-08-06","Bronze ","HOFFMAN Leigh","Male","Australia","Cycling Track","Men's Team Sprint","2000-06-11",1940260
"2024-08-06","Bronze ","CORNISH Thomas","Male","Australia","Cycling Track","Men's Team Sprint","2000-02-15",1940267
"2024-07-27","Silver ","RASAKU Kaminieli","Male","Fiji","Rugby Sevens","Men","1999-07-12",1908841
"2024-07-27","Silver ","RAVUTAUMADA Selesitino","Male","Fiji","Rugby Sevens","Men","2000-01-17",2484588
"2024-07-27","Silver ","JOSAIA Raisuqe","Male","Fiji","Rugby Sevens","Men","1994-07-22",1982687
"2024-07-27","Silver ","SAUTURAGA Filipe","Male","Fiji","Rugby Sevens","Men","1994-06-19",1908901
"2024-07-27","Silver ","WEITZEIL Abbey","Female","United States of America","Swimming","Women's 4 x 100m Freestyle Relay","1996-12-03",1935860
"2024-07-29","Silver ","LANDOIS Stephane","Male","France","Equestrian","Eventing Team","1994-06-03",1899847
"2024-07-27","Bronze ","van WYK Shilton","Male","South Africa","Rugby Sevens","Men","1999-12-22",1574119
"2024-07-27","Bronze ","BROWN Ronald","Male","South Africa","Rugby Sevens","Men","1995-09-02",1574112
"2024-07-27","Gold ","HUANG Yuting","Female","People's Republic of China","Shooting","10m Air Rifle Mixed Team","2006-09-03",1913945
"2024-07-27","Gold ","SHENG Lihao","Male","People's Republic of China","Shooting","10m Air Rifle Mixed Team","2004-12-04",1913899
"2024-07-27","Silver ","KEUM Jihyeon","Female","Republic of Korea","Shooting","10m Air Rifle Mixed Team","2000-03-17",1893896
"2024-07-27","Silver ","PARK Hajun","Male","Republic of Korea","Shooting","10m Air Rifle Mixed Team","2000-04-19",1893976
"2024-07-27","Gold ","ARMSTRONG Hunter","Male","United States of America","Swimming","Men's 4 x 100m Freestyle Relay","2001-01-24",1935871
"2024-07-29","Gold ","LEE Wooseok","Male","Republic of Korea","Archery","Men's Team","1997-08-07",1902144
"2024-07-29","Silver ","ADDIS Baptiste","Male","France","Archery","Men's Team","2006-12-07",1541270
"2024-08-02","Silver ","COOK Karl","Male","United States of America","Equestrian","Jumping Team","1990-12-25",1951802
"2024-08-02","Bronze ","STAUT Kevin","Male","France","Equestrian","Jumping Team","1980-11-15",1899865
"2024-08-11","Gold ","CAMBI Carlotta","Female","Italy","Volleyball","Women","1996-05-28",1921740
"2024-08-09","Gold ","GUAZZINI Vittoria","Female","Italy","Cycling Track","Women's Madison","2000-12-26",1923042
"2024-08-03","Bronze ","PAUL Tommy","Male","United States of America","Tennis","Men's Doubles","1997-05-17",1930801
"2024-08-04","Gold ","LEE Yang","Male","Chinese Taipei","Badminton","Men's Doubles","1995-08-12",1570107
"2024-08-09","Bronze ","PALACIOS DAJOMES Angie Paola","Female","Ecuador","Weightlifting","Women's 71kg","2000-09-12",1940300
"2024-08-04","Gold ","WANG Chi-Lin","Male","Chinese Taipei","Badminton","Men's Doubles","1995-01-18",1570105
"2024-08-10","Silver ","van de WIEL Anne","Female","Netherlands","Athletics","Women's 4 x 400m Relay","1997-06-04",4980004
"2024-08-04","Bronze ","YU Yiting","Female","People's Republic of China","Swimming","Women's 4 x 100m Medley Relay","2005-09-05",1945164
"2024-08-04","Bronze ","WU Qingfeng","Female","People's Republic of China","Swimming","Women's 4 x 100m Medley Relay","2003-01-28",1945206
"2024-08-03","Bronze ","YONG Joshua","Male","Australia","Swimming","Mixed 4 x 100m Medley Relay","2001-07-24",1946195
"2024-08-04","Gold ","SHIKINE Takahiro","Male","Japan","Fencing","Men's Foil Team","1997-12-07",1896553
"2024-08-04","Silver ","BIANCHI Guillaume","Male","Italy","Fencing","Men's Foil Team","1997-07-30",1924291
"2024-08-04","Bronze ","WAN Letian","Female","People's Republic of China","Swimming","Women's 4 x 100m Medley Relay","2004-08-12",1945202
"2024-07-30","Gold ","SANTUCCIO Alberta","Female","Italy","Fencing","Women's Épée Team","1994-10-22",1924587
"2024-07-30","Gold ","NAVARRIA Mara","Female","Italy","Fencing","Women's Épée Team","1985-07-18",1924586
"2024-07-30","Silver ","VITALIS Coraline","Female","France","Fencing","Women's Épée Team","1995-05-09",1916182
"2024-07-30","Silver ","MALLO-BRETON Auriane","Female","France","Fencing","Women's Épée Team","1993-10-11",1916183
"2024-08-05","Silver ","PEARSON Morgan","Male","United States of America","Triathlon","Mixed Relay","1993-09-22",1930747
"2024-08-08","Bronze ","WATSON Sam","Male","United States of America","Sport Climbing","Men's Speed","2006-02-27",1950309
"2024-07-29","Silver ","BURGESS Adam","Male","Great Britain","Canoe Slalom","Men's Canoe Single","1992-07-17",1896030
"2024-08-02","Silver ","PROUD Benjamin","Male","Great Britain","Swimming","Men's 50m Freestyle","1994-09-21",1903616
"2024-08-02","Bronze ","MANAUDOU Florent","Male","France","Swimming","Men's 50m Freestyle","1990-11-12",1909292
"2024-08-02","Gold ","McKEOWN Kaylee","Female","Australia","Swimming","Women's 200m Backstroke","2001-07-12",1946198
"2024-07-31","Gold ","CHEN Yuxi","Female","People's Republic of China","Diving","Women's Synchronised 10m Platform","2005-09-11",1901544
"2024-07-31","Gold ","QUAN Hongchan","Female","People's Republic of China","Diving","Women's Synchronised 10m Platform","2007-03-28",1901545
"2024-08-07","Silver ","OUMIHA Sofiane","Male","France","Boxing","Men's 63.5kg","1994-12-23",1879111
"2024-08-07","Gold ","KHYZHNIAK Oleksandr","Male","Ukraine","Boxing","Men's 80kg","1995-08-03",1564362
"2024-08-04","Bronze ","PATTERSON Eleanor","Female","Australia","Athletics","Women's High Jump","1996-05-22",1939763
"2024-08-05","Silver ","CLARKE Joseph","Male","Great Britain","Canoe Slalom","Men's Kayak Cross","1992-11-03",1896032
"2024-08-05","Gold ","FOX Noemie","Female","Australia","Canoe Slalom","Women's Kayak Cross","1997-03-19",1940209
"2024-08-05","Silver ","HUG Angele","Female","France","Canoe Slalom","Women's Kayak Cross","2000-07-30",1880483
"2024-08-06","Bronze ","JONES Omari","Male","United States of America","Boxing","Men's 71kg","2002-11-07",1955645
"2024-07-27","Bronze ","DEPLANO Leonardo","Male","Italy","Swimming","Men's 4 x 100m Freestyle Relay","1999-07-21",1925681
"2024-07-30","Gold ","HALES Nathan","Male","Great Britain","Shooting","Trap Men","1996-06-16",1904430
"2024-08-04","Silver ","HARRIS Meg","Female","Australia","Swimming","Women's 50m Freestyle","2002-03-07",1946212
"2024-08-11","Bronze ","FIGUERAS Adrian","Male","Spain","Handball","Men","1988-08-31",1948246
"2024-08-06","Bronze ","OZAKI Nonoka","Female","Japan","Wrestling","Women's Freestyle 68kg","2003-03-23",1939709
"2024-08-09","Bronze ","KURUGLIEV Dauren","Male","Greece","Wrestling","Men's Freestyle 86kg","1992-07-12",1963800
"2024-08-10","Gold ","KOANDA Solfrid Eila Amena","Female","Norway","Weightlifting","Women's 81kg","1998-11-13",1878625
"2024-07-28","Bronze ","RISSVEDS Jenny","Female","Sweden","Cycling Mountain Bike","Women's Cross-country","1994-06-06",1564023
"2024-08-08","Bronze ","LIANG Yushuai","Male","People's Republic of China","Taekwondo","Men -68kg","2000-09-10",1910367
"2024-08-06","Gold ","van LOON Tijmen","Male","Netherlands","Cycling Track","Men's Team Sprint","2001-03-20",1969204
"2024-08-07","Gold ","FENG Yu","Female","People's Republic of China","Artistic Swimming","Team","1999-09-30",1908846
"2024-08-07","Gold ","WANG Qianyi","Female","People's Republic of China","Artistic Swimming","Team","1997-01-16",1908853
"2024-08-06","Silver ","CARLIN Jack","Male","Great Britain","Cycling Track","Men's Team Sprint","1997-04-23",1912515
"2024-08-07","Silver ","SHEARMAN Emily","Female","New Zealand","Cycling Track","Women's Team Pursuit","1999-02-23",1945081
"2024-08-08","Silver ","MUELLER Hannes","Male","Germany","Hockey","Men","2000-05-18",1561377
"2024-08-08","Bronze ","SINGH Hardik","Male","India","Hockey","Men","1998-09-23",1543020
"2024-08-09","Gold ","CUBARSI Pau","Male","Spain","Football","Men","2007-01-22",1942056
"2024-08-10","Gold ","VINCENT Katie","Female","Canada","Canoe Sprint","Women's Canoe Single 200m","1996-03-12",1964547
"2024-08-10","Silver ","KEBINATSHIPI Busang Collen","Male","Botswana","Athletics","Men's 4 x 400m Relay","2004-02-13",1950939
"2024-08-10","Silver ","NDORI Bayapo","Male","Botswana","Athletics","Men's 4 x 400m Relay","1999-06-20",1950897
"2024-07-31","Bronze ","GREITEN Pia","Female","Germany","Rowing","Women's Quadruple Sculls","1997-02-18",1906483
"2024-08-01","Gold ","KIEFER Lee","Female","United States of America","Fencing","Women's Foil Team","1994-06-15",1950611
"2024-08-01","Gold ","DUBROVICH Jacqueline","Female","United States of America","Fencing","Women's Foil Team","1994-07-18",1950584
"2024-08-08","Bronze ","KUO Hsing-Chun","Female","Chinese Taipei","Weightlifting","Women's 59kg","1993-11-26",1569563
"2024-08-09","Silver ","LOPEZ Yeison","Male","Colombia","Weightlifting","Men's 89kg","1999-09-01",1543506
"2024-08-10","Silver ","PESELA Anthony","Male","Botswana","Athletics","Men's 4 x 400m Relay","2002-06-09",1951506
"2024-08-10","Bronze ","MICIC Vasilije","Male","Serbia","Basketball","Men","1994-01-13",1948417
"2024-08-10","Bronze ","de BROUWER Noortje","Female","Netherlands","Artistic Swimming","Duet","1999-03-09",1972512
"2024-08-10","Silver ","NOCANDY Meline","Female","France","Handball","Women","1998-02-25",1879845
"2024-08-10","Silver ","TOUBLANC Alicia","Female","France","Handball","Women","1996-05-03",1879853
"2024-08-10","Bronze ","ALEXANDRE COSTA NUNES Nyeme Victor","Female","Brazil","Volleyball","Women","1998-10-11",1964152
"2024-08-10","Bronze ","SILVA CARNEIRO Macris Fernanda","Female","Brazil","Volleyball","Women","1989-03-03",1964140
"2024-08-10","Bronze ","van de KRAATS Simone","Female","Netherlands","Water Polo","Women","2000-11-15",1968855
"2024-08-11","Silver ","WOLFF Andreas","Male","Germany","Handball","Men","1991-03-03",1899193
"2024-08-10","Silver ","CORDINIER Isaia","Male","France","Basketball","Men","1996-11-28",1573640
"2024-08-10","Bronze ","HOEJLUND Mie","Female","Denmark","Handball","Women","1997-10-24",1895213
"2024-08-10","Gold ","FORCA ARIZA Judith","Female","Spain","Water Polo","Women","1996-06-07",1954880
"2024-08-04","Silver ","MACCHI Filippo","Male","Italy","Fencing","Men's Foil Team","2001-09-19",1924289
"2024-08-04","Silver ","MARINI Tommaso","Male","Italy","Fencing","Men's Foil Team","2000-04-17",1924287
"2024-08-04","Silver ","FOCONI Alessio","Male","Italy","Fencing","Men's Foil Team","1989-11-22",1924290
"2024-08-07","Gold ","WEARN Matt","Male","Australia","Sailing","Men's Dinghy","1995-09-30",1945990
"2024-08-07","Silver ","KONTIDES Pavlos","Male","Cyprus","Sailing","Men's Dinghy","1990-02-11",1905347
"2024-07-30","Gold ","NAGASE Takanori","Male","Japan","Judo","Men -81 kg","1993-10-14",1896765
"2024-08-05","Gold ","LI Yuehong","Male","People's Republic of China","Shooting","25m Rapid Fire Pistol Men","1989-08-28",1913913
"2024-07-31","Gold ","OKA Shinnosuke","Male","Japan","Artistic Gymnastics","Men's All-Around","2003-10-31",1919480
"2024-07-31","Silver ","ZHANG Boheng","Male","People's Republic of China","Artistic Gymnastics","Men's All-Around","2000-03-04",1918864
"2024-07-28","Silver ","KRASNIQI Distria","Female","Kosovo","Judo","Women -52 kg","1995-12-10",1550162
"2024-08-08","Bronze ","BELENIUK Zhan","Male","Ukraine","Wrestling","Men's Greco-Roman 87kg","1991-01-24",1550116
"2024-08-08","Bronze ","BISULTANOV Turpal Ali","Male","Denmark","Wrestling","Men's Greco-Roman 87kg","2001-10-14",1879518
"2024-07-30","Bronze ","SEDRICK Alex","Female","United States of America","Rugby Sevens","Women","1998-02-28",1950502
"2024-07-29","Silver ","VALLADONT Jean-Charles","Male","France","Archery","Men's Team","1989-03-20",1541275
"2024-07-29","Bronze ","GAZOZ Mete","Male","Türkiye","Archery","Men's Team","1999-06-08",1565000
"2024-07-29","Bronze ","TUMER Berkim","Male","Türkiye","Archery","Men's Team","2002-04-30",1565002
"2024-08-10","Gold ","TOLA Tamirat","Male","Ethiopia","Athletics","Men's Marathon","1991-08-11",1901284
"2024-07-29","Gold ","HASHIMOTO Daiki","Male","Japan","Artistic Gymnastics","Men's Team","2001-08-07",1919492
"2024-07-29","Gold ","KAYA Kazuma","Male","Japan","Artistic Gymnastics","Men's Team","1996-11-19",1919491
"2024-08-08","Silver ","LEITAO Iuri","Male","Portugal","Cycling Track","Men's Omnium","1998-07-03",1933816
"2024-07-31","Gold ","MARCHAND Leon","Male","France","Swimming","Men's 200m Butterfly","2002-05-17",1909294
"2024-08-09","Silver ","NEITA Daryll","Female","Great Britain","Athletics","Women's 4 x 100m Relay","1996-08-29",1924460
"2024-08-09","Silver ","WILLIAMS Bianca","Female","Great Britain","Athletics","Women's 4 x 100m Relay","1993-12-18",1924507
"2024-08-09","Bronze ","BURGHARDT Alexandra","Female","Germany","Athletics","Women's 4 x 100m Relay","1994-04-28",1920096
"2024-08-09","Bronze ","HAASE Rebekka","Female","Germany","Athletics","Women's 4 x 100m Relay","1993-01-02",1920119
"2024-08-09","Bronze ","LUECKENKEMPER Gina","Female","Germany","Athletics","Women's 4 x 100m Relay","1996-11-21",1920164
"2024-08-08","Silver ","NASIBOV Parviz","Male","Ukraine","Wrestling","Men's Greco-Roman 67kg","1998-08-18",1550119
"2024-08-10","Silver ","KWEMOI Ronald","Male","Kenya","Athletics","Men's 5000m","1995-09-19",1963077
"2024-08-03","Bronze ","BARBELIN Lisa","Female","France","Archery","Women's Individual","2000-04-10",1541265
"2024-08-08","Gold ","KIM Yujin","Female","Republic of Korea","Taekwondo","Women -57kg","2000-10-17",1904038
"2024-08-09","Silver ","TOTKA Sandor","Male","Hungary","Canoe Sprint","Men's Kayak Double 500m","1994-07-27",1570845
"2024-07-30","Gold ","RIZZI Giulia","Female","Italy","Fencing","Women's Épée Team","1989-06-20",1924588
"2024-07-29","Bronze ","HATHERLY Alan","Male","South Africa","Cycling Mountain Bike","Men's Cross-country","1996-03-15",1943604
"2024-07-29","Gold ","JUNG Michael","Male","Germany","Equestrian","Eventing Individual","1982-07-31",1914921
"2024-07-29","Silver ","BURTON Christopher","Male","Australia","Equestrian","Eventing Individual","1981-11-22",1940438
"2024-08-10","Gold ","WANG Lanjing","Female","People's Republic of China","Rhythmic Gymnastics","Group All-Around","2005-03-10",1927519
"2024-08-10","Silver ","BAKANOV Shani","Female","Israel","Rhythmic Gymnastics","Group All-Around","2006-02-27",1908226
"2024-08-10","Silver ","FRIEDMANN Adar","Female","Israel","Rhythmic Gymnastics","Group All-Around","2006-07-18",1908240
"2024-08-10","Gold ","PHIL WIZARD","Male","Canada","Breaking","B-Boys","1997-01-25",1958888
"2024-08-10","Silver ","PARITZKI Romi","Female","Israel","Rhythmic Gymnastics","Group All-Around","2004-06-17",1908233
"2024-08-10","Silver ","SHAHAM Ofir","Female","Israel","Rhythmic Gymnastics","Group All-Around","2004-11-23",1908235
"2024-08-07","Gold ","WANG Ciyue","Female","People's Republic of China","Artistic Swimming","Team","1999-11-14",1908850
"2024-07-27","Gold ","JOSEPH Jefferson-Lee","Male","France","Rugby Sevens","Men","2002-08-29",1879675
"2024-07-27","Gold ","ZEGHDAR Antoine","Male","France","Rugby Sevens","Men","1999-05-22",1879692
"2024-07-27","Gold ","BARRAQUE Jean Pascal","Male","France","Rugby Sevens","Men","1991-04-24",1879661
"2024-07-27","Gold ","DUPONT Antoine","Male","France","Rugby Sevens","Men","1996-11-15",1879669
"2024-07-27","Bronze ","VISSER Impi","Male","South Africa","Rugby Sevens","Men","1995-05-30",1574108
