"code","athlete_name","gender","country","nationality","birth_date"
"1929207","LEKAI Mate","Male","Hungary","Hungary","1988-06-16"
"1929213","MORILLO Moira","Female","Dominican Republic","Dominican Republic","2001-02-15"
"1929214","BANHIDI Bence","Male","Hungary","Hungary","1995-02-09"
"1929215","NWACHUKWU Dubem","Male","Nigeria","Nigeria","2000-02-08"
"1929219","FAZEKAS Gergo","Male","Hungary","Hungary","2003-10-31"
"1929225","TENGUE Terence","Male","Central African Republic","Central African Republic","2005-10-26"
"1929226","PALASICS Kristof","Male","Hungary","Hungary","2002-04-19"
"1929228","NATHANIEL Ezekiel","Male","Nigeria","Nigeria","2003-06-20"
"1929250","AKINTOLA Alaba Olukunle","Male","Nigeria","Nigeria","2001-09-14"
"1929297","ANDET Tracy Marine","Female","Central African Republic","Central African Republic","2005-10-04"
"1929428","OKEZIE Chidi","Male","Nigeria","Nigeria","1993-08-08"
"1929433","VARGAS LEY Mary Dee","Female","Chile","Chile","1996-12-07"
"1929606","RIBERA Maria Jose","Female","Bolivia","Bolivia","1996-10-28"
"1929613","TANIYEVA Elzhana","Female","Kazakhstan","Kazakhstan","2005-09-06"
"1929616","KURBANOV Ruslan","Male","Kazakhstan","Kazakhstan","1991-09-17"
"1929617","ALIMZHANOV Elmir","Male","Kazakhstan","Kazakhstan","1986-10-05"
"1929618","SHARLAIMOV Vadim","Male","Kazakhstan","Kazakhstan","1996-12-09"
"1929619","SERTAY Yerlik","Male","Kazakhstan","Kazakhstan","1998-09-19"
"1929626","SARYBAY Aigerim","Female","Kazakhstan","Kazakhstan","1997-02-18"
"1929684","DELL AQUILA Vito","Male","Italy","Italy","2000-11-03"
"1929685","ALESSIO Simone","Male","Italy","Italy","2000-04-14"
"1929686","MATONTI Ilenia Elisabetta","Female","Italy","Italy","2004-10-25"
"1929689","BARRIOS VERA Marcelo Tomas","Male","Chile","Chile","1997-12-10"
"1929695","LASSO Erika","Female","Colombia","Colombia","1999-06-23"
"1929708","NUNEZ del PRADO Esteban","Male","Bolivia","Bolivia","2004-06-02"
"1929748","PICCOLIN Giorgia","Female","Italy","Italy","1996-01-15"
"1929749","VIVARELLI Debora","Female","Italy","Italy","1993-01-28"
"1929767","PINTADO Brian Daniel","Male","Ecuador","Ecuador","1995-07-29"
"1929786","JARRY Nicolas","Male","Chile","Chile","1995-10-11"
"1929963","FLORENTINO Robert","Male","Dominican Republic","Dominican Republic","1997-06-14"
"1929977","HURTADO David","Male","Ecuador","Ecuador","1999-04-21"
"1929981","TABILO Alejandro","Male","Chile","Chile","1997-06-02"
"1929989","JIMENEZ ARROBO Jordy Rafael","Male","Ecuador","Ecuador","1994-02-11"
"1929998","ALMADA Thiago","Male","Argentina","Argentina","2001-04-26"
"1930005","CAICEDO Juan","Male","Ecuador","Ecuador","1992-07-27"
"1930032","CHACHA Rosa Alva","Female","Ecuador","Ecuador","1982-12-08"
"1930110","ORTIZ MOROCHO Silvia Patricia","Female","Ecuador","Ecuador","1992-06-30"
"1930118","PEYRAUD-MAGNIN Pauline","Female","France","France","1992-03-17"
"1930119","PICAUD Constance","Female","France","France","1998-07-05"
"1930121","CASCARINO Estelle","Female","France","France","1997-02-05"
"1930122","de ALMEIDA Elisa","Female","France","France","1998-01-11"
"1930123","KARCHAOUI Sakina","Female","France","France","1996-01-26"
"1930124","LAKRAR Maelle","Female","France","France","2000-05-27"
"1930126","MBOCK BATHY Griedge","Female","France","France","1995-02-26"
"1930129","PERISSET Eve","Female","France","France","1994-12-24"
"1930130","RENARD Wendie","Female","France","France","1990-07-20"
"1930133","BACHA Selma","Female","France","France","2000-11-09"
"1930136","DALI Kenza","Female","France","France","1991-07-31"
"1930140","GEYORO Grace","Female","France","France","1997-07-02"
"1930141","HENRY Amandine","Female","France","France","1989-09-28"
"1930147","TOLETTI Sandie","Female","France","France","1995-07-13"
"1930151","BALTIMORE Sandy","Female","France","France","2000-02-19"
"1930152","BECHO Vicki","Female","France","France","2003-10-03"
"1930155","CASCARINO Delphine","Female","France","France","1997-02-05"
"1930156","DIANI Kadidiatou","Female","France","France","1995-04-01"
"1930160","KATOTO Marie-Antoinette","Female","France","France","1998-11-01"
"1930161","le SOMMER Eugenie","Female","France","France","1989-05-18"
"1930214","NIKOLAOU Konstantia","Female","Cyprus","Cyprus","1984-04-19"
"1930226","CARDOZO REY Alisson Camila","Female","Colombia","Colombia","1998-05-15"
"1930231","CUERO MUNOZ Jair Alexis","Male","Colombia","Colombia","1993-04-02"
"1930234","LISSE Jalen","Male","Suriname","Suriname","2000-07-19"
"1930235","ALVAREZ Julian","Male","Argentina","Argentina","2000-01-31"
"1930237","AMIONE Bruno","Male","Argentina","Argentina","2002-01-03"
"1930239","MUNOZ JARAMILLO Carlos Andres","Male","Colombia","Colombia","1992-08-03"
"1930249","BELTRAN Lucas","Male","Argentina","Argentina","2001-03-29"
"1930254","TOLEUGALI Batyrkhan","Male","Kazakhstan","Kazakhstan","2006-07-25"
"1930255","ABABAKIROV Samirkhon","Male","Kazakhstan","Kazakhstan","2003-09-26"
"1930276","BUBLIK Alexander","Male","Kazakhstan","Kazakhstan","1997-06-17"
"1930278","NEDOVYESOV Aleksandr","Male","Kazakhstan","Kazakhstan","1987-02-15"
"1930284","RYBAKINA Elena","Female","Kazakhstan","Kazakhstan","1999-06-17"
"1930292","BREY Leandro","Male","Argentina","Argentina","2002-09-21"
"1930367","CAICEDO Nicole","Female","Ecuador","Ecuador","2000-09-02"
"1930371","NAZARENO Aimara","Female","Ecuador","Ecuador","2001-11-30"
"1930372","di CESARE Marco","Male","Argentina","Argentina","2002-01-30"
"1930375","ECHEVERRI Claudio","Male","Argentina","Argentina","2006-01-02"
"1930384","FERNANDEZ Ezequiel","Male","Argentina","Argentina","2002-07-25"
"1930386","GARCIA Joaquin","Male","Argentina","Argentina","2001-08-20"
"1930400","GONDOU Luciano","Male","Argentina","Argentina","2001-06-22"
"1930404","TENORIO Angela Gabriela","Female","Ecuador","Ecuador","1996-01-27"
"1930405","HEZZE Santiago","Male","Argentina","Argentina","2001-10-22"
"1930407","MOREJON Glenda","Female","Ecuador","Ecuador","2000-05-30"
"1930417","LUJAN Gonzalo","Male","Argentina","Argentina","2001-04-27"
"1930422","TORRES Paula Milena","Female","Ecuador","Ecuador","2000-10-17"
"1930426","MEDINA Cristian","Male","Argentina","Argentina","2002-06-01"
"1930428","BONILLA Magaly Beatriz","Female","Ecuador","Ecuador","1992-02-08"
"1930436","OTAMENDI Nicolas","Male","Argentina","Argentina","1988-02-12"
"1930444","NUNEZ Alan","Male","Paraguay","Paraguay","2004-10-01"
"1930451","RULLI Geronimo","Male","Argentina","Argentina","1992-05-20"
"1930453","CANTERO Alexis","Male","Paraguay","Paraguay","2003-02-05"
"1930459","SOLER Julio","Male","Argentina","Argentina","2005-02-16"
"1930463","CHIRYUKIN Nikita","Male","Kazakhstan","Kazakhstan","2002-07-05"
"1930464","MALINOVSKIY Konstantin","Male","Kazakhstan","Kazakhstan","1999-08-03"
"1930465","ALTUKHOVA Arina","Female","Kazakhstan","Kazakhstan","2003-09-23"
"1930466","LE Alexandra","Female","Kazakhstan","Kazakhstan","2004-05-03"
"1930467","SATPAYEV Islam","Male","Kazakhstan","Kazakhstan","1998-09-21"
"1930468","YUNUSMETOVA Irina","Female","Kazakhstan","Kazakhstan","2001-11-25"
"1930478","ORYNBAY Assem","Female","Kazakhstan","Kazakhstan","1993-09-07"
"1930479","DMITRIYENKO Mariya","Female","Kazakhstan","Kazakhstan","1988-03-24"
"1930486","YECHSHENKO Eduard","Male","Kazakhstan","Kazakhstan","1999-11-13"
"1930532","ZENON Kevin","Male","Argentina","Argentina","2001-07-30"
"1930539","GRAND'PIERRE Alexandre","Male","Haiti","United States of America","2003-01-22"
"1930552","ALSHAMLAN Yousef","Male","Kuwait","Kuwait","1998-08-30"
"1930706","VIANA VIERA Juliana","Female","Brazil","Brazil","2004-09-23"
"1930709","COELHO Ygor","Male","Brazil","Brazil","1996-11-24"
"1930739","KNIBB Taylor","Female","United States of America","United States of America","1998-02-14"
"1930741","KASPER Kirsten","Female","United States of America","United States of America","1991-08-31"
"1930747","PEARSON Morgan","Male","United States of America","United States of America","1993-09-22"
"1930750","RIDER Seth","Male","United States of America","United States of America","1997-03-06"
"1930752","SPIVEY Taylor","Female","United States of America","United States of America","1991-04-13"
"1930767","DILLON Faith","Female","United States of America","United States of America","2002-06-23"
"1930770","HEALY Jonathan","Male","United States of America","United States of America","1997-04-04"
"1930771","NICKOLAS CJ","Male","United States of America","United States of America","2001-07-18"
"1930773","TEACHOUT Kristina","Female","United States of America","United States of America","2005-09-13"
"1930776","COLLINS Danielle","Female","United States of America","United States of America","1993-12-13"
"1930777","NAVARRO Emma","Female","United States of America","United States of America","2001-05-18"
"1930781","EUBANKS Christopher","Male","United States of America","United States of America","1996-05-05"
"1930782","FRITZ Taylor","Male","United States of America","United States of America","1997-10-28"
"1930784","GAUFF Coco","Female","United States of America","United States of America","2004-03-13"
"1930785","GIRON Marcos","Male","United States of America","United States of America","1993-07-24"
"1930790","KRAJICEK Austin","Male","United States of America","United States of America","1990-06-16"
"1930791","KRAWCZYK Desirae","Female","United States of America","United States of America","1994-01-11"
"1930801","PAUL Tommy","Male","United States of America","United States of America","1997-05-17"
"1930802","PEGULA Jessica","Female","United States of America","United States of America","1994-02-24"
"1930804","RAM Rajeev","Male","United States of America","United States of America","1984-03-18"
"1930826","ZHANG Lily","Female","United States of America","United States of America","1996-06-16"
"1930828","JHA Kanak","Male","United States of America","United States of America","2000-06-19"
"1930832","SUNG Rachel","Female","United States of America","United States of America","2004-07-09"
"1930833","WANG Amy","Female","United States of America","United States of America","2002-12-02"
"1931098","HARIMOTO Miwa","Female","Japan","Japan","2008-06-16"
"1931099","HARIMOTO Tomokazu","Male","Japan","Japan","2003-06-27"
"1931100","HAYATA Hina","Female","Japan","Japan","2000-07-07"
"1931101","HIRANO Miu","Female","Japan","Japan","2000-04-14"
"1931106","SHINOZUKA Hiroto","Male","Japan","Japan","2003-12-23"
"1931109","TOGAMI Shunsuke","Male","Japan","Japan","2001-08-24"
"1931124","PAEGLIS Laura","Female","Australia","Australia","2002-04-02"
"1931126","BOUKOUVALAS Peter","Male","Australia","Australia","1998-12-02"
"1931160","TENZIN Sangay","Male","Bhutan","Bhutan","2003-09-07"
"1931161","KURNIAWAN Joe","Male","Indonesia","Indonesia","2001-08-02"
"1931180","LEE Dohyun","Male","Republic of Korea","Republic of Korea","2002-10-08"
"1931183","SEO Chaehyun","Female","Republic of Korea","Republic of Korea","2003-11-01"
"1931185","SHIN Euncheol","Male","Republic of Korea","Republic of Korea","1999-05-27"
"1931243","SUKASEM Vareeraya","Female","Thailand","Thailand","2011-10-23"
"1931269","KIM Euro","Male","Republic of Korea","Republic of Korea","1999-10-07"
"1931278","SONG Minji","Female","Republic of Korea","Republic of Korea","1998-03-30"
"1931298","AMIR","Male","Kazakhstan","Kazakhstan","1997-10-10"
"1931331","KYZAIBAY Nazym","Female","Kazakhstan","Kazakhstan","1993-09-14"
"1931342","KHALZOVA Valentina","Female","Kazakhstan","Kazakhstan","1996-01-16"
"1931345","IBRAGIMOVA Karina","Female","Kazakhstan","Kazakhstan","1996-07-08"
"1931374","ROMANYK Arthit Mikhail","Male","Thailand","Thailand","2001-01-16"
"1931381","MONTGOMERY Sophia","Female","Thailand","Thailand","2003-04-04"
"1931384","SHAURI Magdalena","Female","United Republic of Tanzania","United Republic of Tanzania","1996-02-25"
"1931493","VERED VILENCHIK Omer","Male","Israel","Israel","2007-05-08"
"1931496","AMAN Aman","Male","India","India","2003-07-16"
"1931500","YOUSRI Akram","Male","Egypt","Egypt","1994-11-22"
"1931570","ABDULLIN Ilfat","Male","Kazakhstan","Kazakhstan","1998-01-09"
"1931572","ZHANGBYRBAY Dauletkeldi","Male","Kazakhstan","Kazakhstan","2004-06-02"
"1931573","MAIMURATOV Amir","Male","Kazakhstan","Kazakhstan","1995-07-19"
"1931576","KARIMI Milad","Male","Kazakhstan","Kazakhstan","1999-06-21"
"1931577","KURBANOV Nariman","Male","Kazakhstan","Kazakhstan","1997-12-06"
"1931583","POTAPENKO Yelena","Female","Kazakhstan","Kazakhstan","1993-04-20"
"1931584","ABUSAL Wasim","Male","Palestine","Palestine","2004-06-14"
"1931588","BORODA-DUDOCHKIN Georgiy","Male","Kazakhstan","Kazakhstan","2001-11-16"
"1931815","SWIATEK Iga","Female","Poland","Poland","2001-05-31"
"1931818","ELMASRY Ibrahim","Male","Egypt","Egypt","1989-03-11"
"1931829","HENDAWY Karim","Male","Egypt","Egypt","1988-05-01"
"1931832","FRECH Magdalena","Female","Poland","Poland","1997-12-15"
"1931894","LYNCH Finn","Male","Ireland","Ireland","1996-04-23"
"1931914","LINETTE Magda","Female","Poland","Poland","1992-02-12"
"1931916","ABDELHAK Mohab","Male","Egypt","Egypt","2003-01-20"
"1931934","BARWINSKA Agata","Female","Poland","Poland","1995-07-27"
"1932027","YANG Amy","Female","Republic of Korea","Republic of Korea","1989-07-28"
"1932109","ALY Mohamed","Male","Egypt","Egypt","1992-11-13"
"1932124","COMERFORD Niall","Male","Ireland","Ireland","2000-04-06"
"1932149","YASER ISMAIL Omar","Male","Palestine","Palestine","2005-11-03"
"1932150","RODRIGUEZ Pedro","Male","Hungary","Hungary","1990-08-22"
"1932154","MIKLER Roland","Male","Hungary","Hungary","1984-09-20"
"1932160","VINESH Vinesh","Female","India","India","1994-08-25"
"1932161","BODO Richard","Male","Hungary","Hungary","1993-03-13"
"1932168","IMRE Bence","Male","Hungary","Hungary","2002-10-15"
"1932173","ROSOLSKA Alicja","Female","Poland","Poland","1985-12-01"
"1932182","SANAD Mohammad","Male","Egypt","Egypt","1991-01-16"
"1932186","ILIC Zoran","Male","Hungary","Hungary","2002-01-02"
"1932194","LIGETVARI Patrik","Male","Hungary","Hungary","1996-02-13"
"1932219","BARTUCZ Laszlo","Male","Hungary","Hungary","1991-11-05"
"1932221","TAREK Mohamed","Male","Egypt","Egypt","2002-01-15"
"1932223","SIPOS Adrian","Male","Hungary","Hungary","1990-03-08"
"1932236","ROSTA Miklos","Male","Hungary","Hungary","1999-02-14"
"1932243","ANTIM Antim","Female","India","India","2004-08-31"
"1932430","BOKA Bendeguz","Male","Hungary","Hungary","1993-10-02"
"1932431","ANSHU Anshu","Female","India","India","2001-08-05"
"1932434","DZIARNOWSKA Maja","Female","Poland","Poland","1990-08-07"
"1932440","WIERZBICKI Szymon","Male","Poland","Poland","1992-03-21"
"1932442","KRASODOMSKI Michal","Male","Poland","Poland","2003-04-30"
"1932446","BUKSAK Dominik","Male","Poland","Poland","1992-09-19"
"1932449","SZITA Zoltan","Male","Hungary","Hungary","1998-02-10"
"1932450","MELZACKA Aleksandra","Female","Poland","Poland","1998-05-05"
"1932456","HANUSZ Egon","Male","Hungary","Hungary","1997-09-25"
"1932470","ANCSIN Gabor","Male","Hungary","Hungary","1990-11-27"
"1932478","NABI Heiki","Male","Estonia","Estonia","1985-06-06"
"1932480","DAMASIEWICZ Julia","Female","Poland","Poland","2004-10-22"
"1932482","ZAKOWSKI Maks","Male","Poland","Poland","1994-01-12"
"1932485","TARNOWSKI Pawel","Male","Poland","Poland","1994-04-03"
"1932492","JANKOWIAK Sandra","Female","Poland","Poland","1996-01-12"
"1932512","NISHA Nisha","Female","India","India","1998-10-18"
"1932534","van der WESTHUIZEN Paige","Female","Zimbabwe","Zimbabwe","2003-04-23"
"1932567","REETIKA Reetika","Female","India","India","2002-08-31"
"1932569","SYNORADZKA Martyna","Female","Poland","Poland","1988-01-30"
"1932600","SALHE Jorge Antonio","Male","Palestine","Palestine","1974-08-24"
"1932622","BADAWI Fares","Male","Palestine","Palestine","1996-07-25"
"1932649","ELGENDY Ahmed","Male","Egypt","Egypt","2000-03-01"
"1932660","SELO Lina Alemayehu","Female","Ethiopia","Ethiopia","2000-10-08"
"1932666","BLUMAN Daniel","Male","Israel","Israel","1990-03-15"
"1932686","MUHR Robin","Male","Israel","Israel","1995-06-21"
"1932735","CYPRIANOS Denilson","Male","Zimbabwe","Zimbabwe","2002-10-07"
"1932740","RUSSEKOFF Isabella","Female","Israel","Israel","2000-05-19"
"1932757","PARNAT Reena","Female","Estonia","Estonia","1993-12-01"
"1932764","TOFALIDES Alex","Male","Cyprus","Cyprus","1993-03-13"
"1932765","GATHIMBA Samuel Kireri","Male","Kenya","Kenya","1987-10-26"
"1932812","JEPCHIRCHIR Peres","Female","Kenya","Kenya","1993-09-27"
"1932820","BIBOSSINOV Saken","Male","Kazakhstan","Kazakhstan","1997-07-03"
"1932821","SABYRKHAN Makhmud","Male","Kazakhstan","Kazakhstan","2001-09-09"
"1932822","MUKHAMMEDSABYR Bazarbay Uulu","Male","Kazakhstan","Kazakhstan","2002-11-27"
"1932823","SHYMBERGENOV Aslanbek","Male","Kazakhstan","Kazakhstan","1993-10-09"
"1932824","ORALBAY Nurbek","Male","Kazakhstan","Kazakhstan","2000-06-11"
"1932825","ORALBAY Aibek","Male","Kazakhstan","Kazakhstan","2000-06-11"
"1932832","KUNKABAYEV Kamshybek","Male","Kazakhstan","Kazakhstan","1991-11-18"
"1932849","KARUNARATHNA Tharushi","Female","Sri Lanka","Sri Lanka","2004-11-18"
"1932851","OBIRI Hellen","Female","Kenya","Kenya","1989-12-13"
"1932863","ISMAIL Malak","Female","Egypt","Egypt","2005-06-09"
"1932872","LOKEDI Sharon","Female","Kenya","Kenya","1994-03-10"
"1932880","SHABAN Mohanad","Male","Egypt","Egypt","2000-07-03"
"1932887","ITSEKIRI Usheoritse","Male","Nigeria","Nigeria","1998-01-31"
"1932890","JOAO Carolina","Female","Portugal","Portugal","1997-03-01"
"1932891","COSTA Diogo","Male","Portugal","Portugal","1997-08-23"
"1932892","MARQUES Eduardo","Male","Portugal","Portugal","1994-01-15"
"1932897","PIRES de LIMA Mafalda","Female","Portugal","Portugal","1998-04-14"
"1932941","BOEDE BIRO Blanka","Female","Hungary","Hungary","1994-09-22"
"1932947","ALBEK Anna","Female","Hungary","Hungary","2001-12-02"
"1932950","BORDAS Reka","Female","Hungary","Hungary","1997-08-26"
"1932952","KHARCHILAVA Lika","Female","Georgia","Georgia","2000-08-04"
"1932956","KUCZORA Csenge","Female","Hungary","Hungary","2000-01-26"
"1932959","SZOLLOSI-SCHATZL Nadine","Female","Hungary","Hungary","1993-11-19"
"1932960","GONZALEZ Enso","Male","Paraguay","Paraguay","2005-01-20"
"1932963","MARTON Greta","Female","Hungary","Hungary","1999-10-03"
"1932969","SIMON Petra","Female","Hungary","Hungary","2004-11-12"
"1932972","GEORGE Patience Okon","Female","Nigeria","Nigeria","1991-11-25"
"1933079","DIAZ Carlos","Male","Chile","Chile","1993-07-09"
"1933094","GYORI-LUKACS Viktoria","Female","Hungary","Hungary","1995-10-31"
"1933100","DUCO Natalia","Female","Chile","Chile","1989-01-31"
"1933118","GALLARDO Ivana Xennia","Female","Chile","Chile","1993-07-20"
"1933133","ROMAN Fernando","Male","Paraguay","Paraguay","2001-02-23"
"1933137","OGHENEBRUME Godson Oke","Male","Nigeria","Nigeria","2003-05-27"
"1933138","ABDELMAKSOUD Salma","Female","Egypt","Egypt","2000-01-19"
"1933159","BRES Klaudia","Female","Poland","Poland","1994-06-22"
"1933162","STANKIEWICZ Aneta","Female","Poland","Poland","1995-02-10"
"1933163","PIOTROWSKA Julia Ewa","Female","Poland","Poland","2001-06-22"
"1933165","PIETRUK Aleksandra Anna","Female","Poland","Poland","2000-12-31"
"1933190","KOCHANSKA Natalia","Female","Poland","Poland","1996-08-18"
"1933191","KOWALEWICZ Maciej","Male","Poland","Poland","1999-11-04"
"1933193","BARTNIK Tomasz","Male","Poland","Poland","1990-01-15"
"1933244","FLORES Gilberto","Male","Paraguay","Paraguay","2003-04-01"
"1933249","KEHR Gabriel","Male","Chile","Chile","1996-09-03"
"1933257","MANSILLA Humberto","Male","Chile","Chile","1996-05-22"
"1933275","ROMERO Claudio","Male","Chile","Chile","2000-07-10"
"1933287","PAPP Nikoletta","Female","Hungary","Hungary","1996-07-23"
"1933307","FUEZI TOVIZI Petra Anita","Female","Hungary","Hungary","1999-03-15"
"1933313","PASZTOR Noemi","Female","Hungary","Hungary","1999-04-02"
"1933316","SAENZ de SANTA MARIA Martin","Male","Chile","Chile","2001-01-17"
"1933320","VAMOS Petra","Female","Hungary","Hungary","2000-09-14"
"1933327","DEBRECZENI-KLIVINYI Kinga","Female","Hungary","Hungary","1992-03-31"
"1933340","KLUJBER Katrin","Female","Hungary","Hungary","1999-04-21"
"1933348","JANURIK Kinga","Female","Hungary","Hungary","1991-11-06"
"1933350","AHMED Samaa","Female","Egypt","Egypt","1998-07-22"
"1933352","SZEMEREY Zsofi","Female","Hungary","Hungary","1994-06-02"
"1933356","KACSOR Greta","Female","Hungary","Hungary","2000-04-24"
"1933359","PARZAJUK Kevin","Male","Paraguay","Paraguay","2002-08-09"
"1933364","WEIL Martina","Female","Chile","Chile","1999-07-12"
"1933366","PIEK Selena","Female","Netherlands","Netherlands","1991-09-30"
"1933369","TABELING Robin","Male","Netherlands","Netherlands","1994-04-24"
"1933377","PEZER Mesud","Male","Bosnia and Herzegovina","Bosnia and Herzegovina","1994-08-27"
"1933379","RIVAS Daniel","Male","Paraguay","Paraguay","2001-12-06"
"1933415","ADEYEMI Sikiru Adewale","Male","Nigeria","Nigeria","1998-07-02"
"1933451","OLAJIDE Olayinka","Female","Nigeria","Nigeria","2002-10-28"
"1933476","KOECH Simon Kipro","Male","Kenya","Kenya","2003-06-10"
"1933492","FIORAVANTI Leonardo","Male","Italy","Italy","1997-12-08"
"1933496","MUSSIN Adilbek","Male","Kazakhstan","Kazakhstan","1999-10-04"
"1933497","IGNATOVA Xeniya","Female","Kazakhstan","Kazakhstan","2005-08-02"
"1933504","GERASSIMENKO Kirill","Male","Kazakhstan","Kazakhstan","1996-12-18"
"1933508","SAFRONOVA Olga","Female","Kazakhstan","Kazakhstan","1991-11-05"
"1933512","YEFREMOV David","Male","Kazakhstan","Kazakhstan","1999-01-15"
"1933513","JEPKEMEI Daisy","Female","Kazakhstan","Kazakhstan","1996-02-13"
"1933514","JERUTO Norah","Female","Kazakhstan","Kazakhstan","1995-10-02"
"1933523","MATVEYEVA Yelizaveta","Female","Kazakhstan","Kazakhstan","2001-12-09"
"1933527","MAMAZHANOVA Zhanna","Female","Kazakhstan","Kazakhstan","1994-01-26"
"1933788","ALMEIDA Teresa","Female","Angola","Angola","1988-04-05"
"1933789","GRANJA Mary Zenaida","Female","Ecuador","Ecuador","1995-04-23"
"1933793","CARDOZO LUCENA","Male","Paraguay","Paraguay","1994-10-19"
"1933807","CAMPOS Daniela","Female","Portugal","Portugal","2002-03-31"
"1933810","OLIVEIRA Nelson","Male","Portugal","Portugal","1989-03-06"
"1933812","COSTA Rui","Male","Portugal","Portugal","1986-10-05"
"1933816","LEITAO Iuri","Male","Portugal","Portugal","1998-07-03"
"1933817","OLIVEIRA Ivo","Male","Portugal","Portugal","1996-09-05"
"1933819","MARTINS Maria","Female","Portugal","Portugal","1999-07-09"
"1933821","OLIVEIRA Rui","Male","Portugal","Portugal","1996-09-05"
"1933823","QUEIROS Raquel","Female","Portugal","Portugal","2000-03-16"
"1933998","SUAREZ Gabriela Anahi","Female","Ecuador","Ecuador","2001-02-02"
"1934027","FERNANDEZ Marcelo","Male","Paraguay","Paraguay","2001-10-25"
"1934049","PEREZ Marcelo","Male","Paraguay","Paraguay","2001-03-23"
"1934254","DEMPFLE-OLIN Sanoa","Female","Canada","Canada","2005-07-03"
"1934263","ALVAREZ Patricia","Female","Spain","Spain","1998-03-04"
"1934264","AMUNDSON Constanza","Female","Spain","Spain","1998-02-12"
"1934268","BARRIOS Laura","Female","Spain","Spain","2000-09-04"
"1934269","BARRIOS Sara","Female","Spain","Spain","2000-09-04"
"1934275","GARCIA Begona","Female","Spain","Spain","1995-07-19"
"1934276","GINE Xantal","Female","Spain","Spain","1992-09-23"
"1934277","IGLESIAS Belen","Female","Spain","Spain","1996-07-06"
"1934278","JIMENEZ Lucia","Female","Spain","Spain","1997-01-08"
"1934281","LOPEZ Maria","Female","Spain","Spain","1990-02-16"
"1934284","PEREZ Blanca","Female","Spain","Spain","2003-09-17"
"1934285","PEREZ Clara","Female","Spain","Spain","2001-07-26"
"1934286","PEREZ Beatriz","Female","Spain","Spain","1991-05-04"
"1934287","RIERA Lola","Female","Spain","Spain","1991-06-25"
"1934289","SEGU Marta","Female","Spain","Spain","1995-06-22"
"1934291","STRAPPATO Julia","Female","Spain","Spain","2000-01-16"
"1934293","TORRES-QUEVEDO Alejandra","Female","Spain","Spain","1999-09-30"
"1934295","ALONSO Alejandro","Male","Spain","Spain","1999-02-14"
"1934300","BASTERRA Jose Maria","Male","Spain","Spain","1997-01-03"
"1934301","BONASTRE Jordi","Male","Spain","Spain","2000-08-07"
"1934305","CALZADO Luis","Male","Spain","Spain","2000-11-15"
"1934307","CLAPES Gerard","Male","Spain","Spain","2000-09-13"
"1934309","CUNILL Pepe","Male","Spain","Spain","2001-07-09"
"1934311","de IGNACIO-SIMO Eduard","Male","Spain","Spain","2000-03-03"
"1934312","FONT Bruno","Male","Spain","Spain","2004-11-15"
"1934313","GISPERT Xavier","Male","Spain","Spain","1999-04-01"
"1934315","IGLESIAS Alvaro","Male","Spain","Spain","1993-03-01"
"1934316","LACALLE Borja","Male","Spain","Spain","2001-05-21"
"1934317","MENINI Joaquin","Male","Spain","Spain","1991-08-18"
"1934318","MIRALLES Marc","Male","Spain","Spain","1997-11-14"
"1934323","RECASENS Marc","Male","Spain","Spain","1999-09-13"
"1934325","REYNE Marc","Male","Spain","Spain","1999-05-18"
"1934326","RODRIGUEZ Ignacio","Male","Spain","Spain","1996-06-12"
"1934329","VILALLONGA Rafael","Male","Spain","Spain","2001-11-28"
"1934330","VIZCAINO Marc","Male","Spain","Spain","1999-04-30"
"1934346","PEREZ GRASSET Macarena","Female","Chile","Chile","1996-12-19"
"1934359","MOLINA VERGARA Mauricio","Male","Chile","Chile","2001-08-23"
"1934362","BURGHER Niesha","Female","Jamaica","Jamaica","2002-08-08"
"1934383","van BERKEL Lucas","Male","Canada","Canada","1991-11-29"
"1934384","LUI Justin","Male","Canada","Canada","2000-05-08"
"1934394","WALSH Brett James","Male","Canada","Canada","1994-02-19"
"1934396","HOFER Brodie","Male","Canada","Canada","2000-04-27"
"1934397","SZWARC Arthur","Male","Canada","Canada","1995-03-30"
"1934399","DEMYANENKO Danny","Male","Canada","Canada","1994-07-13"
"1934410","HOAG Nicholas","Male","Canada","Canada","1992-08-19"
"1934416","HERR Luke","Male","Canada","Canada","1994-07-18"
"1934421","KETRZYNSKI Xander","Male","Canada","Canada","2000-01-27"
"1934422","LOEPPKY Eric","Male","Canada","Canada","1998-08-01"
"1934424","MAAR Stephen Timothy","Male","Canada","Canada","1994-12-06"
"1934428","BARNES Ryley Brendan","Male","Canada","Canada","1993-10-11"
"1934431","McCARTHY Fynnian Lionel","Male","Canada","Canada","1999-12-04"
"1934477","VIDAURRE KOSSMANN Martin","Male","Chile","Chile","2000-02-18"
"1934524","SOTO CAMPOS Catalina","Female","Chile","Chile","2001-04-08"
"1934531","SEPULVEDA Eduardo","Male","Argentina","Argentina","1991-06-13"
"1934579","HELLVIG Jonatan","Male","Sweden","Sweden","2001-10-05"
"1934586","AHMAN David","Male","Sweden","Sweden","2001-12-20"
"1934592","de BRUIN Marlize","Female","South Africa","South Africa","1994-11-11"
"1934594","LATEGAN Liske","Female","South Africa","South Africa","1998-11-25"
"1934595","MALINGA Ayanda","Female","South Africa","South Africa","1998-06-23"
"1934596","MPUPHA Zintle","Female","South Africa","South Africa","1993-12-25"
